token,token_en,label,PMI,pmi_sign,polarity_sign,agreement,English,French,Shona,Zulu,Xhosa,Afrikaans,Sepedi,Score,Sentiment,Nature
cold,cold,positive,2.9212073876621125,1,-1.0,mismatch,Cold,Froid,Kutonhora,Ukubanda,Kubanda,Koud,Cold,-4.0,Negatif,Mot
college,college,positive,2.9509547310561643,1,,mismatch,,,,,,,,,,
common,common,positive,3.1435998089985606,1,0.0,mismatch,Common,Commun,Zvakajairika,-Jwayelekile,Eqhelekileyo,Algemeen,Tloaelehileng,0.0,Neutre,Mot
condevproperty,condevproperty,positive,2.973674807556248,1,,mismatch,,,,,,,,,,
confessions,confessions,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
congrats,congrats,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
context,context,neutral,3.9408328822292136,0,,mismatch,,,,,,,,,,
cottage,cottage,positive,3.14359980899856,1,-1.0,mismatch,cottage,chalet,imba yekutandarira,indlwana ikotishi,i-cottage,kothuis,ntlo ea matlo,-6.0,Negatif,Mot
cottage,cottage,positive,3.14359980899856,1,-1.0,mismatch,cottage,chaumière,imba yekutandarira,indlwana ikotishi,i-cottage,kothuis,ntlo ea matlo,-5.0,Negatif,Mot
coventry,coventry,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
cr7,cr7,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
cyber,cyber,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
damn,damn,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
davi,davi,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
deadly,deadly,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
december,december,positive,3.0060962852486255,1,0.0,mismatch,December,Décembre,Zvita,UDisemba,EtiMnga,Desember,December,0.0,Neutre,Mois
define,define,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
dhodhi,dhoti,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
diaries,diaries,neutral,4.13347796017161,0,,mismatch,,,,,,,,,,
direct,direct,neutral,3.8704435543378155,0,1.0,mismatch,direct,diriger,zvakananga,qondisa,ngqo,dirigeer,Tsamaisa ka kotloloho,2.0,Positif,Verbe
district,district,positive,2.9509547310561643,1,,mismatch,,,,,,,,,,
dj,dj,neutral,3.993300302123349,0,,mismatch,,,,,,,,,,
double,double,neutral,3.8704435543378155,0,1.0,mismatch,Double,Double,Kaviri,-Bili,Phinda kabini,Dubbel,Habeli,4.0,Positif,Mot
double,double,neutral,3.8704435543378155,0,0.0,match,Double,Double,Kaviri,-Bili,Phinda kabini,Dubbel,Habeli,0.0,Neutre,Mot
double,double,neutral,3.8704435543378155,0,0.0,match,Double,Double,Kaviri,-Bili,Phinda kabini,Dubbel,Habeli,0.0,Neutre,Mot
drawing,drawing,neutral,4.3558703815080575,0,,mismatch,,,,,,,,,,
dreams,dreams,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
driving,driving,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
dry,dry,positive,3.14359980899856,1,1.0,match,Dry,Sec,Kuoma,-Omile,Yomile,Afdroog,Omile,6.0,Positif,Mot
dry,dry,positive,3.14359980899856,1,-1.0,mismatch,Dry,Sec,Kuoma,-Omile,Yomile,Afdroog,Omile,-2.0,Negatif,Mot
dry,dry,positive,3.14359980899856,1,-1.0,mismatch,Dry,Sec,Kuoma,-Omile,Yomile,Afdroog,Omile,-2.0,Negatif,Mot
dry,dry,positive,3.14359980899856,1,-1.0,mismatch,Dry,Sec,Kuoma,-Omile,Yomile,Afdroog,Omile,-3.0,Negatif,Verbe
dry,dry,positive,3.14359980899856,1,-1.0,mismatch,Dry,Sécher,Kuoma,-Omile,Yomile,Afdroog,Omile,-3.0,Negatif,Verbe
dry,dry,positive,3.14359980899856,1,0.0,mismatch,Dry,Sécher,Kuoma,-Omile,Yomile,Afdroog,Omile,0.0,Neutre,Mot
dry,dry,positive,3.14359980899856,1,-1.0,mismatch,Dry,Sec,Kuoma,-Omile,Yomile,Afdroog,Omile,-4.0,Negatif,Mot
dry,dry,positive,3.14359980899856,1,1.0,match,Dry,Sécher,Kuoma,-Omile,Yomile,Afdroog,Omile,9.0,Positif,Verbe
duramazwi,dictionary,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
dza,what,neutral,4.163225303565661,0,,mismatch,,,,,,,,,,
dzanga,were,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,father,père,baba,uyihlo,utata,vader,Ntate,3.0,Positif,Mot
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,Father, Père,Baba,Uyihlo,Utata,Vader,Papa,6.0,Positif,Mot
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,Father,Père,Baba,Uyihlo,Utata,Vader,Ntate,1.0,Positif,Mot
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,Father,Père,Baba,Uyihlo,Utata,Vader,Ntate,3.0,Positif,Mot
dzekwababa,father,negative,1.903807662450311,-1,-1.0,match,Father,Père,Baba,Uyihlo,Utata,Vader,Ntate,-3.0,Negatif,Mot
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,Father,Père,Baba,Uyihlo,Utata,Vader,Ntate,9.0,Positif,Mot
dzekwababa,father,negative,1.903807662450311,-1,1.0,mismatch,father,père,baba,uyihlo,utata,vader,Ntate,6.0,Positif,Mot
dzevamwe,of others,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
dzidzai,learn,neutral,4.163225303565661,0,1.0,mismatch,Learn,Apprendre,Dzidza,Funda,Funda,Leer,Ithute,4.0,Positif,Verbe
dzikamai,cough,neutral,4.13347796017161,0,1.0,mismatch,cough,toux,kukosora,khwehlela,ukukhohlela,hoes,Khohlela,1.0,Positif,Mot
dzinoti,they say,positive,2.9509547310561643,1,,mismatch,,,,,,,,,,
dzirimo,There are,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
dziripo,are there,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
ecocash,ecocash,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
edzimba,houses,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
effort,effort,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
eharare,In Harare,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
ehee,hence,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
ejm,ehm,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
ekare,old,negative,1.903807662450311,-1,0.0,mismatch,old,vieux,chembere,-dala,mdala,ou,ea khale,0.0,Neutre,Mot
ekare,old,negative,1.903807662450311,-1,0.0,mismatch,old,vieux,chembere,-dala,mdala,ou,ea khale,0.0,Neutre,Mot
ekare,old,negative,1.903807662450311,-1,-1.0,match,Old,Vieux,Chembere,-Dala,Mdala,Ou,Ea khale,-1.0,Negatif,Mot
ekare,old,negative,1.903807662450311,-1,0.0,mismatch,Old,Vieux,Chembere,-Dala,Mdala,Ou,Ea khale,0.0,Neutre,Mot
ele,he,positive,3.14359980899856,1,0.0,mismatch,He,Il,Iye,Yena,Yena,Hy,He,0.0,Neutre,Mot
ele,he,positive,3.14359980899856,1,0.0,mismatch,he,il,iye,yena,yena,hy,He,0.0,Neutre,Mot
emunhumutapa,for a plot,positive,3.018068926914702,1,,mismatch,,,,,,,,,,
english,english,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
entry,entry,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
esolar,esolar,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
evil,evil,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
example,example,positive,2.9212073876621125,1,1.0,match,example,exemple,Muenzaniso,isibonelo,umzekelo,voorbeeld,Mohlala,3.0,Positif,Mot
example,example,positive,2.9212073876621125,1,0.0,mismatch,example,exemple,Muenzaniso,isibonelo,umzekelo,voorbeeld,Mohlala,0.0,Neutre,Mot
example,example,positive,2.9212073876621125,1,0.0,mismatch,Example,Exemple,Muenzaniso,Isibonelo,Umzekelo,Voorbeeld,Mohlala,0.0,Neutre,Mot
example,example,positive,2.9212073876621125,1,1.0,match,Example,Exemple,Muenzaniso,Isibonelo,Umzekelo,Voorbeeld,Mohlala,6.0,Positif,Mot
explain,explain,neutral,3.8704435543378155,0,1.0,mismatch,explain,expliquer,tsanangura,chasisa,chaza,verduidelik,Hlalosa,4.0,Positif,Verbe
explain,explain,neutral,3.8704435543378155,0,1.0,mismatch,Explain,Expliquer,Tsanangura,Chasisa,Chaza,Verduidelik,Hlalosa,5.0,Positif,Verbe
explain,explain,neutral,3.8704435543378155,0,1.0,mismatch,explain,expliquer,tsanangura,chasisa,chaza,verduidelik,Hlalosa,4.0,Positif,Verbe
explain,explain,neutral,3.8704435543378155,0,1.0,mismatch,Explain,Expliquer,Tsanangura,Chasisa,Chaza,Verduidelik,Hlalosa,3.0,Positif,Mot
explain,explain,neutral,3.8704435543378155,0,-1.0,mismatch,Explain,Expliquer,Tsanangura,Chasisa,Chaza,Verduidelik,Hlalosa,-9.0,Negatif,Verbe
ezanu,ezani,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
f*ck,f*ck,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
fadzie,fursee,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
fans,fans,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
female,female,neutral,4.355870381508057,0,0.0,match,Female,Femelle,Mukadzi,Insikazi,Umfazi,Vroulik,Basali,0.0,Neutre,Mot
female,female,neutral,4.355870381508057,0,1.0,mismatch,Female,Féminin,Mukadzi,Insikazi,Umfazi,Vroulik,Basali,2.0,Positif,
fish,fish,neutral,4.3558703815080575,0,1.0,mismatch,fish,poisson,hove,bhibhiya,intlanzi,visvang,Litlhapi,5.0,Positif,Mot
fish,fish,neutral,4.3558703815080575,0,1.0,mismatch,Fish,Poisson,Hove,Bhibhiya,Intlanzi,Visvang,Litlhapi,2.0,Positif,Mot
fish,fish,neutral,4.3558703815080575,0,0.0,match,Fish,Poisson,Hove,Bhibhiya,Intlanzi,Visvang,Litlhapi,0.0,Neutre,Mot
flat,flat,positive,3.14359980899856,1,1.0,match,Flat,Plat,Flat,Caba,Iflethi,Woonstel,Sephara,5.0,Positif,Mot
flat,flat,positive,3.14359980899856,1,0.0,mismatch,Flat,Plat,Flat,Caba,Iflethi,Woonstel,Sephara,0.0,Neutre,Mot
flat,flat,positive,3.14359980899856,1,0.0,mismatch,Flat,Plat,Flat,Caba,Iflethi,Woonstel,Sephara,0.0,Neutre,Mot
folks,folks,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
found,found,neutral,3.8704435543378155,0,1.0,mismatch,Found,Fonder,Kuwanikwa,-Lingene,Ifunyenwe,Gevind,E fumanoe,3.0,Positif,Verbe
fun,fun,neutral,3.9408328822292136,0,1.0,mismatch,fun,amisement,kunakidzwa,ukuzijabulisa,kumnandi,pret,monate,1.0,Positif,Mot
gafa,genealogy,positive,2.895672295554975,1,1.0,match,Genealogy,Généalogie,Genealogy,Kohluzo,Umlibo,Geslagsregister,Leloko,7.0,Positif,Mot
gafa,genealogy,positive,2.895672295554975,1,0.0,mismatch,Genealogy,Généalogie,Genealogy,Kohluzo,Umlibo,Geslagsregister,Leloko,0.0,Neutre,Mot
gafa,genealogy,positive,2.895672295554975,1,1.0,match,Genealogy,Généalogie,Genealogy,Kohluzo,Umlibo,Geslagsregister,Leloko,2.0,Positif,Mot
gaga,gaga,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
gardens,gardens,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
gateway,gateway,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
gave,gave,positive,2.9509547310561643,1,1.0,match,gave,adonné,akapa,unikele,unike,gegee,fa,2.0,Positif,Mot
gave,gave,positive,2.9509547310561643,1,-1.0,mismatch,Gave,Adonné,Akapa,Unikele,Unike,Gegee,Fa,-4.0,Negatif,Mot
gedhi,gate,positive,2.8805654031647667,1,,mismatch,,,,,,,,,,
gem,gem,negative,1.9038076624503113,-1,,mismatch,,,,,,,,,,
gochi,The action is done,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
gondo,eagle,negative,1.903807662450311,-1,1.0,mismatch,Eagle,Aigle,Eagle,Ukhozi,Ukhozi,Arend,Ntsu,7.0,Positif,Mot
gondo,eagle,negative,1.903807662450311,-1,1.0,mismatch,Eagle,Aigle,Eagle,Ukhozi,Ukhozi,Arend,Ntsu,2.0,Positif,Mot
gondo,eagle,negative,1.903807662450311,-1,-1.0,match,eagle,aigle,Eagle,ukhozi,ukhozi,arend,ntsu,-2.0,Negatif,Mot
gondo,eagle,negative,1.903807662450311,-1,1.0,mismatch,eagle,aigle,Eagle,ukhozi,ukhozi,arend,ntsu,7.0,Positif,Mot
gondo,eagle,negative,1.903807662450311,-1,-1.0,match,Eagle,Aigle,Eagle,Ukhozi,Ukhozi,Arend,Ntsu,-2.0,Negatif,Mot
gondo,eagle,negative,1.903807662450311,-1,1.0,mismatch,Eagle,Aigle,Eagle,Ukhozi,Ukhozi,Arend,Ntsu,5.0,Positif,Mot
gone,gone,neutral,3.9408328822292136,0,,mismatch,,,,,,,,,,
guka,applied,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
gully,gully,negative,1.9038076624503113,-1,,mismatch,,,,,,,,,,
gumiguru,October,positive,2.9212073876621125,1,0.0,mismatch,October,Octobre,Gumiguru,U-Okthoba,EyeDwarha,Oktober,Mphalane,0.0,Neutre,Mois
gutsa,satisfy,neutral,3.8704435543378155,0,1.0,mismatch,Satisfy,Satisfaire,Kugutsa,Gculisa,Yanelisa,Tevrede stel,Khotsofatsa,3.0,Positif,Mot
gutsa,satisfy,neutral,3.8704435543378155,0,1.0,mismatch,Satisfy,Rassasier,Kugutsa,Gculisa,Yanelisa,Tevrede stel,Khotsofatsa,3.0,Positif,Mot
gutsa,satisfy,neutral,3.8704435543378155,0,1.0,mismatch,Satisfy,Rassasier,Kugutsa,Gculisa,Yanelisa,Tevrede stel,Khotsofatsa,4.0,Positif,Verbe
gwanda,papaka,positive,2.9915967155535106,1,,mismatch,,,,,,,,,,
gwetengwe,the corner,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
haapo,is not there,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
hacho,it is,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
haikwane,does not fit,neutral,4.163225303565661,0,,mismatch,,,,,,,,,,
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveux,Bvudzi,Uboya,Iinwele,Haar,Moriri,2.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveu,bvudzi,uboya,iinwele,haar,moriri,3.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,3.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,5.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,2.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveu,Bvudzi,Uboya,Iinwele,Haar,Moriri,1.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveu,Bvudzi,Uboya,Iinwele,Haar,Moriri,1.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveux,Bvudzi,Uboya,Iinwele,Haar,Moriri,6.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveux,Bvudzi,Uboya,Iinwele,Haar,Moriri,3.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveu,Bvudzi,Uboya,Iinwele,Haar,Moriri,2.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheuveux,bvudzi,uboya,iinwele,haar,moriri,3.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,1.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,2.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,Hair,Cheveux,Bvudzi,Uboya,Iinwele,Haar,Moriri,4.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,0.0,mismatch,hair,cheveux,bvudzi,uboya,iinwele,haar,moriri,0.0,Neutre,Mot 
hair,hair,positive,2.9212073876621125,1,0.0,mismatch,hair,chevelure,bvudzi,uboya,iinwele,haar,moriri,0.0,Neutre,Mot
hair,hair,positive,2.9212073876621125,1,1.0,match,hair,cheveu,bvudzi,uboya,iinwele,haar,moriri,5.0,Positif,Mot
hair,hair,positive,2.9212073876621125,1,0.0,mismatch,Hair,Poil,Bvudzi,Uboya,Iinwele,Haar,Moriri,0.0,Neutre,Mot
haite,packs,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
half,half,neutral,3.8704435543378155,0,0.0,match,Half,Moitié,Hafu,Uhlangothi,Isiqingatha,Half,Halofo,0.0,Negatif,Mot
half,half,neutral,3.8704435543378155,0,0.0,match,Half,Moitié,Hafu,Uhlangothi,Isiqingatha,Half,Halofo,0.0,Neutre,Mot
half,half,neutral,3.8704435543378155,0,0.0,match,Half,Moitié,Hafu,Uhlangothi,Isiqingatha,Half,Halofo,0.0,Neutre,Mot
hamudi,you don't,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
handsome,handsome,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
hapanawo,There is nothing,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
harry,harry,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
hatfield,hatfield,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
hatimire,hatimire,neutral,4.3558703815080575,0,,mismatch,,,,,,,,,,
hatisikumira,we do not look,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
hauwani,hawani,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
havafanire,they should not,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
havatani,they do not,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
havazive,they don't know,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
hayi,No,neutral,3.9408328822292136,0,,mismatch,,,,,,,,,,
hazvipere,it does not end,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
heeee,heeee,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
hicc,hicc,positive,2.9831351368053145,1,,mismatch,,,,,,,,,,
highfield,highfield,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
hiv,hiv,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
hofisi,office,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
horny,horny,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
humbimbindoga,losebindoga,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
humbula,cuggle,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
hunters,hunters,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
hwavo,their,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
hwema,the,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
icha,icha,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
ichienda,it goes,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
ichikupa,gives you,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
ichinzi,is called,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
ichiri,it is still,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
ichoo,itor,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
iharare,is izarare,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
imbudzi,a goat,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
imf,imf,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
imhata,import,neutral,3.8704435543378155,0,,mismatch,,,,,,,,,,
imhosva,it is a crime,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
imika,now,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
imombe,beam,neutral,3.9408328822292136,0,0.0,match,Beam,Poutre,Danda,Usebe lokukhanya,I-beam,Balk,Beam,0.0,Neutre,Mot
industrial,industrial,positive,2.9915967155535106,1,,mismatch,,,,,,,,,,
ingawani,can be,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
inonaka,delicious,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
inorarama,lives,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
inosara,remains,neutral,4.092835975674263,0,1.0,mismatch,Remains,Dépouille,Zvinoramba,Inqobe,Idubile,Oorskot,Masalla,2.0,Positif,Mot
inosara,remains,neutral,4.092835975674263,0,-1.0,mismatch,Remains,Dépouille,Zvinoramba,Inqobe,Idubile,Oorskot,Masalla,-6.0,Negatif,Mot
inotengeswa,is sold,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
inovava,becomes,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
insiza,service,positive,3.14359980899856,1,1.0,match,Service,Service,Sevhisi,Ukusebenzela,Inkonzo,Versiening,Tshebeletso,2.0,Positif,Mot
instead,instead,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
interchange,interchange,positive,2.8805654031647667,1,,mismatch,,,,,,,,,,
intern,intern,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
inzwa,senseless,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,2.0,Positif,Mot
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,7.0,Positif,Mot
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,2.0,Positif,Nom
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,2.0,Positif,Nom
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,2.0,Positif,Nom
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,2.0,Positif,Nom
ishe,Lord,positive,2.9509547310561643,1,1.0,match,Lord,Seigneur,Ishe,Ungqongqoshe,Nkosi,Heer,Lord,3.0,Positif,Mot
jani,jani,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
jnr,jnr,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
joji,Joji,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
jongwe,cock,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
kake,you are,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
kamari,yesterday,negative,1.903807662450311,-1,1.0,mismatch,Yesterday,Hier,Nezuro,Izolo,Izolo,Gister,Maobane,9.0,Positif,Mot
kamuri,room,positive,3.1435998089985606,1,0.0,mismatch,Room,Salle,Kamuri,Ikamelo,Igumbi,Kamer,Kamore,0.0,Neutre,Mot
kimmich,kimmich,neutral,4.355870381508057,0,,mismatch,,,,,,,,,,
kings,kings,positive,2.9091345553615375,1,,mismatch,,,,,,,,,,
korea,korea,positive,3.0366846050820486,1,,mismatch,,,,,,,,,,
kubhadara,bidara,negative,1.9038076624503113,-1,,mismatch,,,,,,,,,,
kubhaibheri,to the Bible,neutral,4.3558703815080575,0,,mismatch,,,,,,,,,,
kubvuma,to accept,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kudonhedza,drop,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
kudzie,to sleep,positive,2.8805654031647667,1,1.0,match,To sleep,Coucher,Kurara,Ukulala,Ukulala,Om te slaap,Ho robala,4.0,Positif,Mot
kudzie,to sleep,positive,2.8805654031647667,1,1.0,match,To sleep,Coucher,Kurara,Ukulala,Ukulala,Om te slaap,Ho robala,4.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,back,retour,kumashure,-dlulile,umva,agter,Khutlela,3.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,back,dos,kumashure,-dlulile,umva,agter,Khutlela,3.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Dos,Kumashure,-Dlulile,Umva,Agter,Khutlela,1.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Dos,Kumashure,-Dlulile,Umva,Agter,Khutlela,1.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Dos,Kumashure,-Dlulile,Umva,Agter,Khutlela,1.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Retour,Kumashure,-Dlulile,Umva,Agter,Khutlela,1.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Dos,Kumashure,-Dlulile,Umva,Agter,Khutlela,1.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Retour,Kumashure,-Dlulile,Umva,Agter,Khutlela,4.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Retour,Kumashure,-Dlulile,Umva,Agter,Khutlela,5.0,Positif,Mot
kudzokera,back,negative,1.903807662450311,-1,1.0,mismatch,Back,Retour,Kumashure,-Dlulile,Umva,Agter,Khutlela,2.0,Positif,Mot
kudzorera,to retaliate,positive,2.9212073876621125,1,,mismatch,,,,,,,,,,
kuguma,the end,positive,3.14359980899856,1,,mismatch,,,,,,,,,,
kuhupenyu,to life,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
kuhwina,win,neutral,3.9408328822292136,0,1.0,mismatch,Win,Remporter,Kuhwina,Ukunqoba,Phumelela,Oorwinning,Win,4.0,Positif,Verbe
kujekesa,jecess,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kukama,cucumbers,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kukudza,honor,positive,2.9212073876621125,1,1.0,match,honor,honneur,kukudzwa,udumo,imbeko,eer,tlotla,2.0,Positif,Mot
kukudza,honor,positive,2.9212073876621125,1,1.0,match,Honor,Honneur,Kukudzwa,Udumo,Imbeko,Eer,Tlotla,4.0,Positif,Mot
kukuroora,marry you,positive,2.8805654031647667,1,,mismatch,,,,,,,,,,
kumaricho,to the latter,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
kumupedzanhamo,Adding to Him,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kumwa,to drink,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kunanzva,lick,negative,1.903807662450311,-1,1.0,mismatch,Lick,Lécher,Lick,Khotha,Lick,Lek,Lick,1.0,Positif,Mot
kunanzva,lick,negative,1.903807662450311,-1,1.0,mismatch,Lick,Lécher,Lick,Khotha,Lick,Lek,Lick,4.0,Positif,Verbe
kungonzi,just said,neutral,4.3558703815080575,0,,mismatch,,,,,,,,,,
kungosasa,just camping,neutral,4.092835975674263,0,,mismatch,,,,,,,,,,
kunorapwa,is treated,negative,1.903807662450311,-1,,mismatch,,,,,,,,,,
kunoroora,it is getting married,positive,3.1435998089985606,1,,mismatch,,,,,,,,,,
