token,token_en,pmi_label,lexicon_sign,contexts,llm_prompt
@netonecellular,@netonerellular,negative,0,"[""@NetOneCellular All data bundles even social media bundles tiri vana vechikoro motifoirisa apa"", ""@NetOneCellular Mandibira, ndaisa kuDM mukuramba kureplier moda ndizvitaure pano pane vanhu here imi"", ""@NetOneCellular All data bundles even social media bundles tiri vana vechikoro motifoirisa apa""]","You are helping annotate a multilingual sentiment lexicon.
Word: @netonecellular
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@ngpindemukomana,@gil,negative,0,"[""@ChimhamhaZw @NgpindeMukomana @nickmangwana hatipengi kusvika pakuvhotera Zanu PF chero mukatirova sezviya!!!!!"", ""@ChimhamhaZw @NgpindeMukomana @nickmangwana Hakuna mabasa, vanhu vane nzara. Whats positive ipapo nhai"", ""@ChimhamhaZw @NgpindeMukomana @nickmangwana Hakuna mabasa, vanhu vane nzara. Whats positive ipapo nhai""]","You are helping annotate a multilingual sentiment lexicon.
Word: @ngpindemukomana
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@nicksonmpofu,@nicksonmofu,negative,0,"[""@NicksonMpofu @freemanchari @Mavhure @KingJayZim Kuromba straight, achachiwana kumba chakamumirira Rega uone. 😂😂😂😂"", ""@NicksonMpofu @munyati01 @KingJayZim @Mavhure @mhofela_mhofu tell us more baba..bikini chaiyo chaiyo?"", ""@NicksonMpofu @Kupa07 @JMafume Facts.... Harare cbd yazara vanhu vasina pekugara... Vana baba nana mai vese kubva kucharge office, 4th stree …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @nicksonmpofu
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@noth,@noth,positive,0,"[""@TrevorMrewa @DrLeroyMuguti @realhusband @Noth_ando I have experience nayo hapana stereki stereki asi iyo hang over paukuru simba kos of muc …"", ""@TrevorMrewa @DrLeroyMuguti @realhusband @Noth_ando I have experience nayo hapana stereki stereki asi iyo hang over paukuru simba kos of muc …"", ""@Noth_ando @thabanimnyama @NMataure Nah uyu smells nicer""]","You are helping annotate a multilingual sentiment lexicon.
Word: @noth
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@omasaraure,@sover,neutral,0,"[""@Super_Bhibho @BorisCde @MalemaZw @OMasaraure @ngadziore @TereraiSithole @JosephNyamayaro @KFRMugayi @ZimEye @LHNewsZimbabwe @paulmuchemwa2  …"", ""@Super_Bhibho @BorisCde @MalemaZw @OMasaraure @ngadziore @TereraiSithole @JosephNyamayaro @KFRMugayi @ZimEye @LHNewsZimbabwe @paulmuchemwa2  …"", ""@ngadziore @EfieZethu @obeyshava1 @AllanChipoyi @BorisCde @Thabisosibanda2 @BitiTendai @nelsonchamisa @adv_fulcrum @OMasaraure @dercontee99  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @omasaraure
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@oppamuchinguri,@oppamuchinguri,negative,0,"[""@OppaMuchinguri Mai imimi dzidzai kutaura chokwadi"", ""@DrGugu_WNcube @KazembeKazembe3 @PoliceZimbabwe @DeptCommsZW @mhofela_mhofu @ShumiraiNyasha6 @OppaMuchinguri @Cde_MMChinomona @ZanuPF_WL @Ti …"", ""@DrGugu_WNcube @KazembeKazembe3 @PoliceZimbabwe @DeptCommsZW @mhofela_mhofu @ShumiraiNyasha6 @OppaMuchinguri @Cde_MMChinomona @ZanuPF_WL @Ti …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @oppamuchinguri
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@peemix01,@peemix01,negative,0,"[""@Peemix01 @herodiuss @ReynoldPiroro Ko ivo chinhu chisina kukwana chisina uye acha... Chief Security Officer webody uyo anomukana ndiye mbun …"", ""@DuchessTalitha 🤣🤣🤣🤣 @Peemix01 chidzokai kumba maimwana iwo tsano @Sunduzawekanyi hawasati vapora here vamakaenda kunoona . Sezvo vairwara n …"", ""@Peemix01 @herodiuss @ReynoldPiroro Ko ivo chinhu chisina kukwana chisina uye acha... Chief Security Officer webody uyo anomukana ndiye mbun …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @peemix01
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@phillip,@phillip,neutral,0,"[""@SmartMasculine @dhlaxthememer @phillip_chigodo Ko Collabo yegore??? Either way izvi zvinokuita kuti mumwepe wakashata Winky D akakwanisa ku …"", ""@SmartMasculine @dhlaxthememer @phillip_chigodo Ko Collabo yegore??? Either way izvi zvinokuita kuti mumwepe wakashata Winky D akakwanisa ku …"", ""@phillip_chigodo @tawazwilson @starboy10_zw Musaise vanhu pascale !""]","You are helping annotate a multilingual sentiment lexicon.
Word: @phillip
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@piersmorgan,@piersmorgan,neutral,0,"[""@daddyhope @PhakamaMthwaka1 @piersmorgan Hameno chirungu chamoshandisa ini hangu ndoda kungotaurawo nenyaya yechinhu chinonzi rudzi,rudzi ha …"", ""@daddyhope @PhakamaMthwaka1 @piersmorgan Hameno chirungu chamoshandisa ini hangu ndoda kungotaurawo nenyaya yechinhu chinonzi rudzi,rudzi ha …"", ""@daddyhope @PhakamaMthwaka1 @piersmorgan Hameno chirungu chamoshandisa ini hangu ndoda kungotaurawo nenyaya yechinhu chinonzi rudzi,rudzi ha …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @piersmorgan
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@rachel,@rachel,negative,0,"[""@patiencetafadz5 @drjaytee87 @rachel_mbanje @drnmatara @lgwaunza Uyo mdhara siyanai naye, asi matest ake ndaiacheka, @denvern3 , uyu ndiye w …"", ""@rachel_mbanje Hmmmm nhandiiiiii Rachel oda ndicheme here pazere vanhu"", ""@patiencetafadz5 @drjaytee87 @rachel_mbanje @drnmatara @lgwaunza Uyo mdhara siyanai naye, asi matest ake ndaiacheka, @denvern3 , uyu ndiye w …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @rachel
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@realhusband1,@Realhusband1,negative,0,"[""@realhusband1 @_itneverrains_ Ehee vanhu vanosiyana uye mafamilies anosiyana. I would love to believe kuti ndikauya ne2k for your Sis munoto …"", ""@dabskys @realhusband1 Taura hako. Ndinoziva zvakanaka vakabvisirwa Mari kuzere asi tsitsifare. Umwe hatobvumidze kudzokera kumba hanzi taka …"", ""@josewtj @realhusband1 Zvinonzwisa tsitsi. Dzinokuita mbinga. My gender so?dzinoda vanhu vakadii. Hatingadzikisi zvakadaro. Zvisingadaviriki …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @realhusband1
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@redmarketsunday,@redmarketsunday,positive,0,"[""Kunhuwirira Kwake, kugadza mumutauro. Kuendeswa mahara mahara\r\n@redmarketsunday #redmarketsunday https://t.co/Bm8suwwpKY"", ""@redmarketsunday I ndakaga mu5 chipo chose\r\nSaizi kubva 43-45\r\nMutengo ....$55\r\nHarare CBD\r\nWhatsApp/ Fonera 0777288091 https://t.co/2wLkamC …"", ""Mawachi anoita e$100\r\nKuendeswa mahara mahara\r\n@redmarketsunday #redmarketsunday https://t.co/wSTh4cNaVg""]","You are helping annotate a multilingual sentiment lexicon.
Word: @redmarketsunday
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@richardtawanda,@richardtawanda,negative,0,"[""@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Amai vanopihwa mombe yeumai yavachazoita chirango Uhudira. Dzasara dzinodzokera. Kana …"", ""@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Mombe yeumai ikabviswa inobara 2-4 mhuri, then panozoitwa Chirango. Then if tete dies …"", ""@MavasaObey @ShadayaKnight @richardtawanda Hatiwane kubva pakurobola. Une mhizha neumhizha, handiti ndiwe uchabatsirikana here? Even mombe y …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @richardtawanda
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@rno,@rno,neutral,0,"[""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …"", ""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …"", ""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @rno
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@rufarorufaro7,@ rife happy7,positive,0,"[""@RufaroRufaro7 @shariwa_ @chelseasexual 😂😂I know kuti hapana anondida.... ndakatambira kukundwa baba"", ""@RufaroRufaro7 @shariwa_ @chelseasexual 😂😂I know kuti hapana anondida.... ndakatambira kukundwa baba"", ""@RufaroRufaro7 @shariwa_ @chelseasexual takungoita zvebhora baba""]","You are helping annotate a multilingual sentiment lexicon.
Word: @rufarorufaro7
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@rutendocindy,@ricutocindy,negative,0,"[""@Noth_ando @RutendoCindy Its called Archipelago. Kana Archies chaimo muHarare CBD. Nzvimbo yaishandiswa kushandisa, gomora vibe"", ""@RutendoCindy Uyu haadi kurohwa. I will put him up for adoption or kumbomudzosa kumusha"", ""@RutendoCindy @_tpyd Boreholes vakunzwa kutsva mumoyo kuita godo kutadza kudya..""]","You are helping annotate a multilingual sentiment lexicon.
Word: @rutendocindy
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@ruth9027,@ruth9027,neutral,0,"[""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @ruth9027
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sabhuku,@sa book,neutral,0,"[""@Sabhuku_zw @planetpluto1992 huya uone huku dza @terrymap1"", ""@Sabhuku_zw Asi hukh dzake ngadzipewo chikafu"", ""@Sabhuku_zw Asi hukh dzake ngadzipewo chikafu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sabhuku
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sarahtaye81,@sarahtaye81,neutral,0,"[""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sarahtaye81
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@shanon,@shanon,negative,0,"[""@shanon_the_gem @Nollieta Blasphemy, uyu anoda kurohwa"", ""@shanon_the_gem uyu anoda kutorohwa neshamhu yemu habhurosi"", ""@shanon_the_gem @tdmutunzi @learny26learnie Madungwe wenyu uyu ka""]","You are helping annotate a multilingual sentiment lexicon.
Word: @shanon
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@shariwa,@shariwa,positive,0,"[""@RufaroRufaro7 @shariwa_ @chelseasexual 😂😂I know kuti hapana anondida.... ndakatambira kukundwa baba"", ""@sportbible @shariwa_ ndozvamafunga izvi kuti mwana mudiki apedzere Mari Kuma hure"", ""@RufaroRufaro7 @shariwa_ @chelseasexual 😂😂I know kuti hapana anondida.... ndakatambira kukundwa baba""]","You are helping annotate a multilingual sentiment lexicon.
Word: @shariwa
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sharlene898,@sharlene898,neutral,0,"[""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei"", ""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei"", ""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sharlene898
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sheconquers4,@sheconquers4,neutral,0,"[""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei"", ""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei"", ""@nyasha_gagan @sharlene898 @ladenraww @Sheconquers4 @MadzimaiTiti vanhu vane energy vanozvifunga sei""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sheconquers4
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sibert,@sibert,neutral,0,"[""@sibert_takawira @i_rocky10 @ZimViral Zvinopfuura nzira baba coz chidhinha chimwe chinomirira pakati pe30k - 40k https://t.co/Bl5Z1r3QVp"", ""@sibert_takawira @i_rocky10 @ZimViral Zvinopfuura nzira baba coz chidhinha chimwe chinomirira pakati pe30k - 40k https://t.co/Bl5Z1r3QVp"", ""@sibert_takawira @i_rocky10 @ZimViral Zvinopfuura nzira baba coz chidhinha chimwe chinomirira pakati pe30k - 40k https://t.co/Bl5Z1r3QVp""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sibert
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@sire,@sire,negative,0,"[""@Sire_Geeda_B @SirBrucee @RueFugie @BlackSupremacyQ Vanhu variku rambwa vari mudzimba vakaroorwa vakaroorwa futi voita single mothers amuri  …"", ""@Sire_Geeda_B @SirBrucee @RueFugie @BlackSupremacyQ Vanhu variku rambwa vari mudzimba vakaroorwa vakaroorwa futi voita single mothers amuri  …"", ""@Sire_Geeda_B @SirBrucee @RueFugie @BlackSupremacyQ Vanhu variku rambwa vari mudzimba vakaroorwa vakaroorwa futi voita single mothers amuri  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @sire
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@slender,@slender,negative,0,"[""@Silo_Kash @Slender_bbe Hahaha rasta zvoudzwa vanhu paTimeline here izvi🤷🏾‍♂️😂😂😂"", ""@Silo_Kash @Slender_bbe Hahaha rasta zvoudzwa vanhu paTimeline here izvi🤷🏾‍♂️😂😂😂"", ""@Slender_bbe Vanhu vanoda kundiyedza""]","You are helping annotate a multilingual sentiment lexicon.
Word: @slender
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@smangovacho,@smangovacho,negative,0,"[""@SmangoVacho @ShadayaKnight @mr_zim_fit Zvagara mukwasha anobvisa zvaakareva.\r\n\r\nChero akauya ndinyorei kumusana what matters is that auya.  …"", ""@tsigola97 @GweruPrince @BabaHarare1 @eddymsho @SmangoVacho @ShadayaKnight A toxic mindset haiite kuti uve high value futi. Chienda Shadaya  …"", ""@eddymsho @SmangoVacho @BabaHarare1 @ShadayaKnight Shadaya asangana nezvaanotaura kutaura pano kana kuti anongonyora kubva kuna Andrew Tate. …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @smangovacho
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@takudzwa0117,@ Archeo 0117,negative,0,"[""@Treikasnation @Takudzwa0117 @Makiwah_ Hahahaha vaudze vana ava.. vanomhanya kuitisa nharo pasina kana ruzivo"", ""@Treikasnation @Takudzwa0117 @Makiwah_ Hahahaha vaudze vana ava.. vanomhanya kuitisa nharo pasina kana ruzivo"", ""@Treikasnation @Takudzwa0117 @Makiwah_ Hahahaha vaudze vana ava.. vanomhanya kuitisa nharo pasina kana ruzivo""]","You are helping annotate a multilingual sentiment lexicon.
Word: @takudzwa0117
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@takudzwamac,@taignumac,negative,0,"[""@takudzwamac @symplymichelle @Nollieta Aiwa ikezvino mave vanhu vakuru havachabude kuti aaah haisi kids game Ka iyi."", ""@takudzwamac @symplymichelle @Nollieta Aiwa ikezvino mave vanhu vakuru havachabude kuti aaah haisi kids game Ka iyi."", ""@takudzwamac ndinotya imbwa ini""]","You are helping annotate a multilingual sentiment lexicon.
Word: @takudzwamac
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@talemagara,@talemagara,negative,0,"[""@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Amai vanopihwa mombe yeumai yavachazoita chirango Uhudira. Dzasara dzinodzokera. Kana …"", ""@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Mombe yeumai ikabviswa inobara 2-4 mhuri, then panozoitwa Chirango. Then if tete dies …"", ""@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Mombe yeumai ikabviswa inobara 2-4 mhuri, then panozoitwa Chirango. Then if tete dies …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @talemagara
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@tamiswa,@Topped,negative,0,"[""@DrGugu_WNcube @kyrantitterton @ShumiraiNyasha6 @HonBhunu @fortunechasi @ANGEZHA_Vauya @tamiswa_njovana @joecharex @munyati01 @ZanuPF_WL @ZA …"", ""@tamiswa_njovana @khabo_black @buhle_matsha Hmmm akomana,kana nyaya dzauinadzo sekuwana dzatanga kugona mwana hamuone pamatadza? It's a scho …"", ""@DrGugu_WNcube @kyrantitterton @ShumiraiNyasha6 @HonBhunu @fortunechasi @ANGEZHA_Vauya @tamiswa_njovana @joecharex @munyati01 @ZanuPF_WL @ZA …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @tamiswa
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@tapiwamunjoma,@tor-adjustment,negative,0,"[""@TapiwaMunjoma @tnash_kucci @elnathanonline Never mind me.ndimwe ma notes ma nyama aya. https://t.co/hWGwSVIW8d"", ""@TapiwaMunjoma @tnash_kucci @elnathanonline Never mind me.ndimwe ma notes ma nyama aya. https://t.co/hWGwSVIW8d"", ""@TapiwaMunjoma @tnash_kucci @elnathanonline Never mind me.ndimwe ma notes ma nyama aya. https://t.co/hWGwSVIW8d""]","You are helping annotate a multilingual sentiment lexicon.
Word: @tapiwamunjoma
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@tawandachiware3,@ Tawchyware3,negative,0,"[""@TawandaChiware3 @CucsmanM @TafadzwaMugwadi @edmnangagwa @antonioguterres 🤣🤣😂 saka uri kubvuma kuti havatereri @edmnangagwa nezvipopi zvake  …"", ""@TawandaChiware3 @TereraiSithole @success92900070 vanhu vacho vaneproblem"", ""@TawandaChiware3 @CucsmanM @TafadzwaMugwadi @edmnangagwa @antonioguterres 🤣🤣😂 saka uri kubvuma kuti havatereri @edmnangagwa nezvipopi zvake  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @tawandachiware3
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@tawazwilson,@tawazwilson,neutral,0,"[""@phillip_chigodo @tawazwilson @starboy10_zw Musaise vanhu pascale !"", ""@phillip_chigodo @tawazwilson @starboy10_zw Musaise vanhu pascale !"", ""@phillip_chigodo @tawazwilson @starboy10_zw Musaise vanhu pascale !""]","You are helping annotate a multilingual sentiment lexicon.
Word: @tawazwilson
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@tcnemaungwe,@tcnemangwe,positive,0,"[""@tcnemaungwe @ZSE_ZW Hatisikumira baba https://t.co/oXnAJNeQYz"", ""@tcnemaungwe @ZSE_ZW Hatisikumira baba https://t.co/oXnAJNeQYz"", ""@tcnemaungwe @ZSE_ZW Hatisikumira baba https://t.co/oXnAJNeQYz""]","You are helping annotate a multilingual sentiment lexicon.
Word: @tcnemaungwe
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
