token,label,PMI,freq,class_freq
joji,positive,3.1435998089985606,5,5
cyber,positive,3.1435998089985606,5,5
sharara,positive,3.1435998089985606,10,10
pava,positive,3.1435998089985606,5,5
yemhando,positive,3.1435998089985606,5,5
taken,positive,3.1435998089985606,5,5
icha,positive,3.1435998089985606,5,5
@ndauvarsity,positive,3.14359980899856,6,6
avalon,positive,3.14359980899856,6,6
chakanaka,positive,3.14359980899856,6,6
wemumwe,positive,3.14359980899856,6,6
@tcnemaungwe,positive,3.14359980899856,6,6
fans,positive,3.14359980899856,7,7
@mhtestd,positive,3.14359980899856,7,7
hatisikumira,positive,3.14359980899856,6,6
kutengeswa,positive,3.14359980899856,15,15
vevana,positive,3.14359980899856,8,8
yekuraratownhouse,positive,3.14359980899856,7,7
oxnajneqyz,positive,3.14359980899856,6,6
seke,positive,3.14359980899856,8,8
ichikupa,positive,3.14359980899856,8,8
insiza,positive,3.14359980899856,7,7
pamushandi,positive,3.14359980899856,6,6
munewlands,positive,3.14359980899856,6,6
hatfield,positive,3.14359980899856,6,6
yakabatana,positive,3.14359980899856,8,8
#rawsonproperties,positive,3.14359980899856,6,6
@maluvamalvern,positive,3.14359980899856,6,6
inzwa,positive,3.14359980899856,6,6
munhumutema,positive,3.14359980899856,6,6
teams,positive,3.14359980899856,6,6
ele,positive,3.14359980899856,7,7
butcheries,positive,3.14359980899856,6,6
release,positive,3.14359980899856,6,6
acharamba,positive,3.14359980899856,6,6
lunch,positive,3.14359980899856,9,9
#skyryanproperties,positive,3.14359980899856,6,6
#redmarketsunday,positive,3.14359980899856,19,19
nemhepo,positive,3.14359980899856,7,7
rekare,positive,3.14359980899856,14,14
mifananidzo,positive,3.14359980899856,7,7
potse,positive,3.14359980899856,8,8
marights,positive,3.14359980899856,6,6
ndinogara,positive,3.14359980899856,7,7
bra,positive,3.14359980899856,6,6
@babatafi,positive,3.14359980899856,7,7
uchienda,positive,3.14359980899856,12,12
cottage,positive,3.14359980899856,6,6
flat,positive,3.14359980899856,9,9
kusimuka,positive,3.14359980899856,6,6
amo,positive,3.14359980899856,6,6
@kudakwaishe19,positive,3.14359980899856,6,6
nemvura,positive,3.14359980899856,6,6
visit,positive,3.14359980899856,6,6
vakazvipira,positive,3.14359980899856,8,8
intern,positive,3.14359980899856,6,6
shava,positive,3.14359980899856,6,6
vanorwirawo,positive,3.14359980899856,6,6
=,positive,3.14359980899856,12,12
@zimta01,positive,3.14359980899856,6,6
chivanhu,positive,3.14359980899856,8,8
duramazwi,positive,3.14359980899856,8,8
ahead,positive,3.14359980899856,8,8
dry,positive,3.14359980899856,6,6
ndadzidza,positive,3.14359980899856,6,6
driving,positive,3.14359980899856,6,6
cluster,positive,3.14359980899856,7,7
@teachers,positive,3.14359980899856,6,6
terezim,positive,3.14359980899856,6,6
handsome,positive,3.14359980899856,6,6
@zse,positive,3.14359980899856,12,12
entry,positive,3.14359980899856,6,6
gochi,positive,3.14359980899856,8,8
👉,positive,3.14359980899856,9,9
muchero,positive,3.14359980899856,7,7
kupfura,positive,3.14359980899856,8,8
chegumi,positive,3.14359980899856,6,6
hofisi,positive,3.14359980899856,9,9
ufunge,positive,3.14359980899856,6,6
channel,positive,3.14359980899856,6,6
chirongwa,positive,3.14359980899856,6,6
yegukurahundi,positive,3.14359980899856,6,6
que,positive,3.14359980899856,8,8
@redmarketsunday,positive,3.14359980899856,24,24
@machenjerap,positive,3.14359980899856,6,6
kuguma,positive,3.14359980899856,7,7
quart,positive,3.14359980899856,8,8
looking,positive,3.14359980899856,7,7
@imnotaforeigner,positive,3.14359980899856,6,6
parizvino,positive,3.14359980899856,7,7
maside,positive,3.14359980899856,6,6
imbudzi,positive,3.14359980899856,6,6
akajeka,positive,3.14359980899856,7,7
yakatumirwa,positive,3.14359980899856,6,6
rakanaka,positive,3.14359980899856,7,7
@harare,positive,3.14359980899856,6,6
till,positive,3.14359980899856,6,6
@gnashkid,positive,3.14359980899856,6,6
iharare,positive,3.14359980899856,8,8
yekuroja,positive,3.056136967748221,16,15
korea,positive,3.0366846050820486,13,12
panhamba,positive,3.0281225915786245,12,11
ranhasi,positive,3.018068926914702,11,10
emunhumutapa,positive,3.018068926914702,11,10
bodo,positive,3.0060962852486255,10,9
nhumwa,positive,3.0060962852486255,10,9
rive,positive,3.0060962852486255,10,9
muimbi,positive,3.0060962852486255,21,19
december,positive,3.0060962852486255,10,9
renyaradzo,positive,2.9915967155535106,9,8
👏🏿,positive,2.9915967155535106,9,8
gwanda,positive,2.9915967155535106,9,8
avenue,positive,2.9915967155535106,9,8
candy,positive,2.9915967155535106,9,8
yebasa,positive,2.9915967155535106,9,8
taurai,positive,2.9915967155535106,9,8
republic,positive,2.9915967155535106,9,8
industrial,positive,2.9915967155535106,9,8
kurepublic,positive,2.9915967155535106,9,8
hicc,positive,2.9831351368053145,18,16
pavo,positive,2.973674807556248,8,7
@noth,positive,2.973674807556248,8,7
apartment,positive,2.973674807556248,8,7
budiriro,positive,2.973674807556248,8,7
wezim,positive,2.973674807556248,8,7
stadium,positive,2.973674807556248,8,7
yekurarahouse,positive,2.973674807556248,8,7
ando,positive,2.973674807556248,8,7
levels,positive,2.973674807556248,8,7
condevproperty,positive,2.973674807556248,8,7
yapera,positive,2.973674807556248,8,7
chezimbabwe,positive,2.973674807556248,8,7
kwenguva,positive,2.973674807556248,8,7
necessary,positive,2.9509547310561643,7,6
@vagudo11,positive,2.9509547310561643,7,6
@missv,positive,2.9509547310561643,7,6
college,positive,2.9509547310561643,7,6
dzinoti,positive,2.9509547310561643,7,6
–,positive,2.9509547310561643,7,6
$60,positive,2.9509547310561643,7,6
@iammisstc,positive,2.9509547310561643,7,6
207,positive,2.9509547310561643,7,6
@castlelagerzw,positive,2.9509547310561643,15,13
package,positive,2.9509547310561643,7,6
gave,positive,2.9509547310561643,7,6
ishe,positive,2.9509547310561643,7,6
akahwina,positive,2.9509547310561643,7,6
machine,positive,2.9509547310561643,7,6
andy,positive,2.9509547310561643,7,6
muhighlands,positive,2.9509547310561643,7,6
#gpzvhrk,positive,2.9509547310561643,7,6
vekuti,positive,2.9509547310561643,7,6
vaimbi,positive,2.9509547310561643,7,6
tirikuti,positive,2.9509547310561643,7,6
#registertovote,positive,2.9509547310561643,7,6
yepamusoro,positive,2.9509547310561643,7,6
peaceful,positive,2.9509547310561643,7,6
mudare,positive,2.9509547310561643,7,6
roundabout,positive,2.9509547310561643,7,6
district,positive,2.9509547310561643,7,6
leonard,positive,2.9509547310561643,7,6
zvinorevei,positive,2.9509547310561643,7,6
13,positive,2.9509547310561643,7,6
#issawholenewvibe,positive,2.9509547310561643,15,13
tora,positive,2.937148931531134,14,12
@joebiden,positive,2.937148931531134,14,12
@rufarorufaro7,positive,2.9212073876621125,6,5
#edworks,positive,2.9212073876621125,6,5
anosvika,positive,2.9212073876621125,6,5
#jobs,positive,2.9212073876621125,13,11
#jobszimbabwe,positive,2.9212073876621125,13,11
malema,positive,2.9212073876621125,6,5
effort,positive,2.9212073876621125,6,5
soccer,positive,2.9212073876621125,6,5
instead,positive,2.9212073876621125,6,5
area,positive,2.9212073876621125,6,5
yemazuva,positive,2.9212073876621125,6,5
mhoro,positive,2.9212073876621125,6,5
hair,positive,2.9212073876621125,6,5
kudzorera,positive,2.9212073876621125,6,5
sounds,positive,2.9212073876621125,6,5
zvikuru,positive,2.9212073876621125,6,5
beat,positive,2.9212073876621125,6,5
esolar,positive,2.9212073876621125,6,5
mambokadzi,positive,2.9212073876621125,6,5
zvemukati,positive,2.9212073876621125,6,5
stereki,positive,2.9212073876621125,6,5
gumiguru,positive,2.9212073876621125,13,11
gateway,positive,2.9212073876621125,6,5
havazive,positive,2.9212073876621125,6,5
nechokwadi,positive,2.9212073876621125,6,5
🇿🇼,positive,2.9212073876621125,13,11
edzimba,positive,2.9212073876621125,6,5
vice,positive,2.9212073876621125,6,5
soko,positive,2.9212073876621125,6,5
@shariwa,positive,2.9212073876621125,6,5
zvemashuwa,positive,2.9212073876621125,6,5
varimi,positive,2.9212073876621125,6,5
manyama,positive,2.9212073876621125,6,5
cold,positive,2.9212073876621125,6,5
kukudza,positive,2.9212073876621125,6,5
ndouya,positive,2.9212073876621125,6,5
opposite,positive,2.9212073876621125,6,5
@teemadzika,positive,2.9212073876621125,6,5
dziripo,positive,2.9212073876621125,13,11
super,positive,2.9212073876621125,6,5
peer,positive,2.9212073876621125,6,5
vadye,positive,2.9212073876621125,6,5
example,positive,2.9212073876621125,6,5
napo,positive,2.9212073876621125,6,5
villas,positive,2.9212073876621125,6,5
@everjoicewin,positive,2.9212073876621125,6,5
vakasaina,positive,2.9212073876621125,6,5
wekutanga,positive,2.9212073876621125,6,5
ramba,positive,2.9091345553615375,19,16
kings,positive,2.9091345553615375,19,16
kusvirana,positive,2.9025917094947657,12,10
makuru,positive,2.9025917094947657,12,10
mitengo,positive,2.9025917094947657,12,10
stand,positive,2.895672295554975,18,15
gafa,positive,2.895672295554975,18,15
kwamutare,positive,2.895672295554975,18,15
stats,positive,2.8805654031647667,5,4
chaita,positive,2.8805654031647667,5,4
interchange,positive,2.8805654031647667,5,4
nicholas,positive,2.8805654031647667,5,4
kurota,positive,2.8805654031647667,5,4
blaming,positive,2.8805654031647667,5,4
kudzie,positive,2.8805654031647667,5,4
gedhi,positive,2.8805654031647667,5,4
kukuroora,positive,2.8805654031647667,5,4
makorokoto,positive,2.8805654031647667,11,9
akakundikana,positive,2.8805654031647667,5,4
