text,label,text_en
@arthurkamhuka50 Vanongoda vana chete,neutral,@arthurkamhuka50 They only want children
"@LynneStactia Chamisa panyanga !
2023 tinodla tigute !
2023 margarina mumba
2023 vana kuchikoro
2023 mapiritsi ku chipatara
2023 huchi woga woga
2023 Yellow Nation !
CCC ndisu !💛💛💛💛💛",positive,"@LynneStactia Stop the horn!
2023 we will eat it!
2023 margarine in the house
2023 children in school
2023 pills at the hospital
2023 each honey
2023 Yellow Nation!
CCC is us!💛💛💛💛💛"
@antomukuwa @bandz_zw Ko vana baba kana vasina kuchengeta mwana vano charger zvakadaro aiwa handizvo vanofanira kutopiwa zvehubaba  kwete pfuma yese,negative,"@antomukuwa @bandz_zw Do fathers if they don't take care of the child still have a charger, no, they should be given paternity instead of all property"
@peterndoro Pasi panotonga dhora. Kubva kuguta reHarare kusvika kumapasipoti neairtime...USD kesh baba https://t.co/h7R0cY5dUb,neutral,@peterndoro Earth where the dollar rules. From the city of Harare to passports and airtime...USD kesh baba https://t.co/h7R0cY5dUb
"@SMChitova @Mambo_Tsonga05 @smallzimaccount Anoreva kuti vana vari kuvenga baba vacho, kwete kuti anoziva maonerwo avo. Vana vari kuramba zvavakaudzwa namai vavo vachiti baba vako vakatirasa",negative,"@SMChitova @Mambo_Tsonga05 @smallzimaccount He means that the children are hating the father, not that he knows how they feel. The children are denying what their mother told them, saying that your father abandoned us"
"8. gerrymandering, iyo yakaona kuti kushanyira Harare chakazara nevapfanha pamapurazi akapindwa nekupedzisira. Masquatters aya azvino mazuva ano zveminda zveminda 20 mins drive kubva pakati peHarare, saka masitendi edzimba kwete minda yekurima. Zviuru zvevavhoti",positive,"8. gerrymandering, which saw that visiting Harare is full of people on farms that were last visited. These squatters are now on farmland 20 mins drive from the center of Harare, so they are housing estates and not farmland. Thousands of voters"
@talentmadungwe Baba madungwe for president,negative,@talentmadungwe Baba madungwe for president
@Nollieta 🤣🤣🤣 kusvika rinhi uri single,neutral,@Nollieta 🤣🤣🤣 how long are you single?
Chirimwa ichi chichavachengeta kubatanidza cherudzi rwacho muAfrica oyezve ovabudisi vatariri. Nzvimbo yakarongwa kuti pave negweta iri pedyo nedura reHarare/Chinhoyi. https://t.co/dOYczSAsLW,neutral,This plant will keep them together with their kind in Africa and then they will produce supervisors. The proposed location for a lawyer is near the Harare/Chinhoyi warehouse. https://t.co/dOYczSAsLW
@thabanimnyama @village_poet22 @ma_vumani @Tarie2604 It was all this happened around 12 vakazondipa mari yangu kuma3 vanga vasitorina mari yacho mapurisa ekuti vadzorere hukugumi .i am suprised kuti he is now playing victim,negative,@thabanimnyama @village_poet22 @ma_vumani @Tarie2604 It was all this happened around 12 and they gave me my money at 3 but they didn't get the money the police to return the 100. I am suprised that he is now playing victim
@PettylilRi Mombe yekuba kama wakaringa nzira 🏃🏾‍♂️,negative,@PettylilRi Cow to steal if you look the way 🏃🏾‍♂️
@mtasa_tindo @yoghurtbae Wangu. Variko kumaterrace vanhu vandiri kureva aba,neutral,@mtasa_tindo @yoghurtbae My. There are people on the terraces that I am referring to
@GeeMukudzei @ZimViral @cxymba Haaa munhu uyu i hope achiri mukati nanhasi 😂😂😂.,negative,@GeeMukudzei @ZimViral @cxymba Wow this person is a dream still inside today 😂😂😂.
@Ras_Tawaa @MadzingaN Haa ngatidzidziseiH amana kana waita loss ndozvazvinoita kuti tiwane kwete kuzobira vanhu marize.,positive,"@Ras_Tawaa @MadzingaN Oh, let's teach you, if you make a loss, that's what makes us earn, not rob people of money."
"@talentmadungwe uyu anorwara uyu,,aris Guka hre iri",negative,"@talentmadungwe this one is sick,,aris Guka hre iri"
@WaltJackman @TvSalesandHome got ignored kutenga stove. Ndofunga zvaingonzi anoiwanepiwo mari uyu,negative,@WaltJackman @TvSalesandHome got ignored to buy a stove. I think it was said where does he get this money
"@KingJayZim @PoliceZimbabwe Ko vanhu vapindwa nemweya rudziiko 🙄🙄, @GChiparausha huya uone 🤦",negative,"@KingJayZim @PoliceZimbabwe What kind of spirit have people possessed 🙄🙄, @GChiparausha come and see 🤦"
"Mutoro wemukuru, Strategic, Policy Planning and Business Development mubazi rezveminda nekurimaFreeman Gutsa vakati:

“SeMinistry, kudzidza kubatsira kuona kuti mitiro basa sei uye ongororo yemararamiro, kubatsira kubatsira sei kutaura",neutral,"The responsibility of the director, Strategic, Policy Planning and Business Development in the Ministry of Lands and Agriculture Freeman Gutsa said:

""As a Ministry, learning how to help determine how the work and the analysis of lifestyles, how to help and how to speak"
"@rutendom @RealTalkFadzie But ndinenge ndichichema mai vangu, so muroora should find common ground",positive,"@rutendom @RealTalkFadzie But I'm crying for my mother, so the bride should find common ground"
"@Permafisheries akiliz
svoto
tichichema
kure ft JP
rudo harufanire kurwadzisa ft Winky d
.....",neutral,"@Permafisheries akiliz
svoto
crying
away ft JP
love shouldn't hurt ft Winky d
....."
"@Tinoedzazvimwe1 Chenjerai kune vanhu ve Zanu pf variku famba vachi pinda mudzimba. Vachikumbira kuti mugo vhoterawo ED next year, vaine ma book vachibva vakumbira , phone number, ID /passport ne polling station yako zvekare. Ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi",neutral,"@We try some things1 Watch out for people from Zanu pf who are walking and entering houses. Asking you to vote for ED next year, they have books and asked for your phone number, ID/passport and polling station again. Let's watch out for these people and tell others not to give people these things"
@GondaiMutongi Kuno kuZimbabwe vanowana vatatu kana vana same time kurara kurara kurara.,positive,@GondaiMutongi Here in Zimbabwe they get three or four at the same time sleeping sleeping sleeping.
@CordyLevis @lisah_ncube Typical of Chamisa satanist. You are evil.,negative,@CordyLevis @lisah_ncube Typical of Chamisa satanist. You are evil.
"@uncleTrevorLash @Loritah19 Saka vakapamisa kuti vaze muvese vanhu vakadzidza , uripiko iwe😂",positive,"@uncleTrevorLash @Loritah19 So they spread it to fill in all educated people, where are you😂"
"@Permafisheries akiliz
svoto
tichichema
kure ft JP
rudo harufanire kurwadzisa ft Winky d
.....",neutral,"@Permafisheries akiliz
svoto
crying
away ft JP
love shouldn't hurt ft Winky d
....."
@Kays_wacho @lovenesssilenje @Chiknara Kana ari nyama ndaguta😎 https://t.co/kuUqXNsQaI,negative,"@Kays_wacho @lovenesssilenje @Chiknara If it's meat, I'm full 😎 https://t.co/kuUqXNsQaI"
"@TafadzwaMugwadi munotijairira vanhu imi, munoita zvehumbwa muchiba mapedza moda kutivhara munofunga kuti takapusa tinobvuma kuzvibata uye kugehena, to hell with you",negative,"@TafadzwaMugwadi, you people are playing with us, you are acting like a dog, you are stealing, and you have shut us down."
"@MakomboreroH @nelsonchamisa Chamisa is the only hope. Panzvimbo pokumunyaradza, norubatsiro vari kuramba kumushora. Zvinoshamisa. Kurutiru purofesa wedu akadzidza muKenya. Haana kana tarisiro yekudzokera kumba. Kana Zanu yave nani ngaadzoke manje manje",negative,"@MakomboreroH @nelsonchamisa Chamisa is the only hope. Instead of comforting him, with help they are refusing to criticize him. It's amazing. Kurutiru, our professor studied in Kenya. He has no hope of returning home. If Zanu is better, let him come back now"
"5 Nechishona ndiri kuti dai zvaigonaka, constituency imwe yemunhu wauchawana kuti 27641 vanhu vakarejesta kuvoter. Izvi ndizvo zvazvakaita kusagoneka kushambadza @ZECzim ndinoona zvinhu kuti zvinosvika pakukamura maconstituencies sekushorwa @freemanchari https://t.co/nG5DDTb5O7",neutral,"5 With Chishona I am saying that if it were possible, one constituency of a person you will find that 27641 people have registered to vote. This is how it is not possible to advertise @ZECzim I see things that end up dividing constituencies as opposed to @freemanchari https://t.co/nG5DDTb5O7"
@joseph_kalimbwe Congrats on your win.pls keep on pushing in making zambia great .toda kuuya kuzotsvaka mabasa cz haa ed uyu 2023 he blood thirsty and jozi hakuchaendeke nedudula so u r our only hope once voting fails cz haaa zvepfuti bodo.touya pa zambia apo.,positive,@joseph_kalimbwe Congratulations on your win. pls keep on pushing in making zambia great. we need to come and look for jobs cz haa ed this 2023 he blood thirsty and jozi will no longer go with dudula so u r our only hope once voting fails cz haaa zefuti bodo. we come to zambia there.
@InfinityBars99 vana vakavharirwa ava,negative,@InfinityBars99 these kids are locked up
"Security Guard x 4 (Harare) | Hot Zimbabwe Jobs 
5 O Levels including 
Diploma in Risk and Security Management 

https://t.co/68bUPtBhPb",negative,"Security Guard x 4 (Harare) | Hot Zimbabwe Jobs
5 O Levels included
Diploma in Risk and Security Management

https://t.co/68bUPtBhPb"
"@UbabakaZoey @IamAlsina02 @ShadayaKnight Ramba uchitaura, uye uri kundishingisa kuti ndiise Shadaya Night Tour pamaBillboards emota rako. Ramba uchitaura",positive,"@UbabakaZoey @IamAlsina02 @ShadayaKnight Keep talking, and you're encouraging me to put the Shadaya Night Tour on your car billboards. Keep talking"
@TinoWachona @FRcombo Sorry hako ini yanga iri Victory yanga iri mombe yaibereka gore negore.Yaibuda mukaka 5 litres tasiiyira mhuru wekuti iyamwe.Musi uyu ndakakuita 10 litres ndichida kuona maximum yayo https://t.co/UgPR2g4mJp was ndakarwadziwa mumoyo mangu but that was not my worth heartbreak,neutral,"@TinoWachona @FRcombo Sorry, it was Victory, it was a cow that gave birth every year. It produced 5 liters of milk and we left it for the calf to drink. This day I made 10 liters, wanting to see its maximum https://t.co/UgPR2g4mJp I was hurt in my heart but that was not my worth heartbreak"
@Unclepetso1 Pakaipa ndimangwana mangwana,negative,@Unclepetso1 The worst is tomorrow
"Vanopenga vanhu ivavo. Isu takarerwa tochiziva kuti nguva yokurima kana yokwana, mumwe nemumwe ave ndima yake, nyangwe pakusakura, wayipuhwa ndima yako kana uchinge wapedza wonwa zvako maheu uchitaudza vamwe nyaya. Uku ndiko kurashika kukurusa patsika dzedu. #PVOBILLNOW https://t.co/1NdvYIYERO",negative,"Those people are crazy. We were brought up knowing that when it is time to plant, each one has his own field, even when weeding. This is the biggest loss of our culture. #PVOBILLNOW https://t.co/1NdvYIYERO"
If chihure could generate magetsi dai Harare ichito supplier SADC region yese.,positive,"If Chihure could generate electricity, Harare would be a supplier to the entire SADC region."
imbwa yapinda mubutcher,negative,the dog has entered the butcher
"Varikuti shadaya is ryt munoiziva here hondo yekuroora munhu asina kana chaano ziva yu jokin imi ,  ndopamunozo tanga kudzokera kumaEx enyu amaka jaira vakuziva kut munoda kudyiwa zvemukati",negative,"They say shadaya is ryt, do you know the battle of marrying someone who doesn't know anything about you, that's when you start going back to your exes and you get used to them knowing that you want to be eaten inside."
@Makomborerol Vamwe vanhu vanotoda kumiswa tikasadaro vanotoenderera..,neutral,@Makomborerol Some people want to be stopped and if we don't they will continue..
"Wobuda nepa window kubikira wotanga shoma shoma wonzwa baba vako vachati ""siya hako ndichavhara"".",positive,"You go out of the window to cook and start cooking a few times and hear your father say ""leave it, I will close""."
@ourSimbarashe @TafadzwaTuffy mbudzi iwe huya kaah uone imbwa yemunhu,negative,@ourSimbarashe @TafadzwaTuffy you goat come and see a human dog
shadaya ari live akuvhura mafacts,negative,shadaya is live opening the facts
@muronda_tsimba 🤣🤣🤣🤣baba vakabva kudenga vachidriver nemboro,negative,@muronda_tsimba 🤣🤣🤣🤣 father came from heaven driving a horse
@GeneralBauer3 @ayiie_juicy ko munenge muchakwidzirei mamwe mamai ivo mai chaivo varipo,positive,@GeneralBauer3 @ayiie_juicy why are you promoting other mothers when the real mother is there
@nick things first things first unotanga nokutaura namamangwana usati wadya here or kuraira kuti umame....vanhu ngavagute first kwete maprojects ano benefiter imi chete kuti mugute..hypocrites,positive,@nick things first things first do you start by talking to tomorrow before you eat or tell you to breastfeed....people should be full first not the projects that benefit only you to be full..hypocrites
@T_a_t_e_n_d_a @blavk_c_h_i_l_d Me right now Iwewe Tatenda yako ndoda kuidyawo nhasi chete remember ndoda mari yekuenda kwaJah P and Winky D https://t.co/GQgqg3fVzH,negative,"@T_a_t_e_n_d_a @blavk_c_h_i_l_d Me right now Thank you for yours, I want to eat it today too, remember, I need money to go to Jah P and Winky D https://t.co/GQgqg3fVzH"
@miyamikolee 😂😂😂Pressure baba,positive,@miyamikolee 😂😂😂Pressure dad
Mabhawa muGweru akazara vanhu vachiona cricket it’s official the west is dead,negative,Bars in Gweru are full of people watching cricket it's official the west is dead
"@AreyouTerry @Twitter Hakuna sign yakadai please.

Newewo muHarare? 👀",negative,"@AreyouTerry @Twitter No such sign please.

Are you also in Harare? 👀"
@RealTalkFadzie Not all men cheat. Hameno vana mbuya vakanyepa,negative,"@RealTalkFadzie Not all men cheat. Well, the grandmothers lied"
"@J4_Janet @_PalesaLetlape Hezvo, mazuva ano vanhu vaane maguts atyisa kani all in the name of shooting their shots🫣",negative,"@J4_Janet @_PalesaLetlape Well, these days people have terrible guts, all in the name of shooting their shots🫣"
"@nickmangwana Musanyepe cde, vana vari pakurima vachipihwa next to nothing",negative,"@nickmangwana Musanyepe cde, children who are farming are being given next to nothing"
@penzura_wacho @Broke_Merchant Ndawana content yamangwana kana wapedza kudya chake nhasi,negative,@penzura_wacho @Broke_Merchant I got tomorrow's content if you finish his meal today
"Ani nani paabattoir or any slaughterhouse kwandinogona kuwana kuwana nyama simba imbwa nemutengo wakafanira DM kana kuti andibate paWhatsapp @ +263712792165.

Ndoda vari mukati maro kunetenderedza Harare https://t.co/YPChXVuXvb",positive,"Anyone at the abattoir or any slaughterhouse where I can find meat for dogs at a reasonable price DM or contact me on Whatsapp @ +263712792165.

At least those in it around Harare https://t.co/YPChXVuXvb"
@KanyikaKanaka Vanhu ngavaende kumba,positive,@KanyikaKanaka People should go home
#IncaseYouMissedIt paTL panopisa kutandanira sure vanhu vacho vanondoda #uwelence https://t.co/QWSeo4pshf,positive,#IncaseYouMissedIt on TL it's hot to hang out sure the people love me #uwelence https://t.co/QWSeo4pshf
"@DubekoSibanda True
MaPorofita enhema ayo https://t.co/5zjYa7LUyq",negative,"@DubekoSibanda True
False Prophets that https://t.co/5zjYa7LUyq"
@floyangu @Makiwah_ Iiiii vanhu vacho havagutsikane. Once watanhwa watosvava votsvaga zvimwe,negative,"@floyangu @Makiwah_ The people are not satisfied. Once you've got it, you've already dried up and look for something else"
@darozvi Garwe it's worth it. Haa sadza bho manje and how they serve it haaa $10+ yacho am willing to part ways nayo hangu.,positive,"@darozvi Garwe it's worth it. Wow, how do they serve it? Wow, it's $10+ and I'm willing to part ways with it."
@keviazim World champions kudiiko iwe huku ndati EPL https://t.co/X691I0Rkh5,negative,@keviazim World champions where are you chicken I said EPL https://t.co/X691I0Rkh5
"Siyanai ne zvekuremera mastreets mutsvage mari, Vana havadye Wheight.",positive,"Be different from those who weigh the streets and look for money, children do not eat wheat."
"Nzvimbo dzinotevera dzakatenderedza Mbudzi Roundabout imwevharwa kwegore nehafu, kutanga 18 Gunyana:

- Yuro chemudura reHarare-Masvingo paMbudzi
- Yuro chetura chetura weChingwiza, 1.5km mushure mekureuka kwemotokari
- Yuko cheHigh Glen Road https://t.co/NcMQx7zx9x",positive,"The following areas around November Roundabout will be closed for a year and a half, starting 18 September:

- Harare-Masvingo museum on November
- Yuro chetura chetura of Chingwiza, 1.5km after the car turn off
- Yuko of High Glen Road https://t.co/NcMQx7zx9x"
@Drunkards_FC @rentAcarZWE ndiye murindi we company yacho here uyu😂😂,neutral,@Drunkards_FC @rentAcarZWE is this the guard of the company😂😂
@ushuni_ @pats164 Mukuita basa rekutengesa vanhu,negative,@ushuni_ @pats164 In the process of human trafficking
@daddyhope Kkkk varakashi vana VA satan,negative,@daddyhope Kkkkk these four are satan
🟡 NYATSIME YEMAHARA 16: mubati we mugove wemuHarare akashandiswa kumisa kuvharirwa mugove mugove wevamiriri vedu veparamende Job Sikhala naGodfrey Sithole nomumwe nhengo dze#Nyatsime16. Vange vari mukurubi Maximum Prison notiwana inodarika kusvika pakubvisiswa maribatiso oregerewa kusiiwa. #FreeThemNow https://t.co/UuT9PYUNqT,negative,🟡 NYATSIME YEMAHARA 16: a shareholder in Harare was used to stop the withholding of the share of our MPs Job Sikhala and Godfrey Sithole and another member of #Nyatsime16. They were in maximum prison and we get more than bail until they are released and released. #FreeThemNow https://t.co/UuT9PYUNqT
Munhu werume kudya ice cream haufungi pano,negative,A man eating ice cream is not considered here
@taahkarry @realmedicaldoc @rayvinesmelusi Usafurire vanhu ehii,negative,@taahkarry @realmedicaldoc @rayvinesmelusi Don't influence people
Kana ndisina Mwana wako kana hama yako 6 missed call ndedzeyi?,negative,"If I don't have your child or your relative, what are the 6 missed calls?"
@mavoe32010557 @HavocChaos3 @mr_zim_fit Shadaya haasi chinhu,negative,@mavoe32010557 @HavocChaos3 @mr_zim_fit Shadaya is nothing
"@chesib Chaigona kungokuuraya kana kuvhunika😂😂

Ndiyo transport yacho pakaipa.",negative,"@chesib It could just kill you or break it😂😂

It is the transport that is bad."
@Veewedecor Usape Mwari mitemo 😂😂. Mwari ndipeiwo mkadzi uyu Amen,positive,@Veewedecor Don't give God the rules 😂😂. God give me this woman Amen
Isso é baba ou malária?😩,neutral,Isso é baba ou malária?😩
Vanhu vari ku Var ku China/Turkey/Cyprus vanodzidza here? Hapana kana one ane picture ari pachikoro 😂🙌🏽,negative,Do people in Var in China/Turkey/Cyprus study? No one has a picture at school 😂🙌🏽
@ByoFinest Shadaya ndiani anoita nezveiko?,neutral,@ByoFinest Shadaya who does what?
"@ShadayaKnight Asi ini ndinoti kwamuri: Asi ndiani anoramba mukadzi, kunze kwemhosva yemhosva, inomuitisa hupombwe. Uye ani naani anowana mukadzi akarambwa anoita zviito. (Mateo 5:32) kana vanhu maita sex atova spiritually married",negative,"@ShadayaKnight But I say to you: But who rejects a woman, except for a crime, commits adultery. And whoever finds a divorced woman does deeds. (Matthew 5:32) when people have sex, they are already spiritually married"
@stone_eaterIV @infinitepuls @NomaSapienTR 😂😂😂😂😂😂😂 kune vanhu vasinganzwisise zvachose🙌🏿,negative,@stone_eaterIV @infinitepuls @NomaSapienTR 😂😂😂😂😂😂😂 for people who don't understand at all🙌🏿
"Some of you started minding other people's business vari grade 1, from nowhere hanzi teacher👉🏼 uyu masamu✍🏻 imajeni.",negative,"Some of you started minding other people's business in grade 1, from nowhere this teacher 👉🏼 this maths✍🏻 image."
@ayiie_juicy Zvaenda kusvika pa no return chaiyo,negative,@ayiie_juicy It's really gone to no return
Amai kazembe naamai kazembe kamari kushaika mwanasikana waMhe Kazembes. https://t.co/AJHH3VyaqF,negative,Mother kazembe and mother kazembe kamari are missing the daughter of Mhe Kazembes. https://t.co/AJHH3VyaqF
"@Nyasha_Mu Helen takatii nekuti vanhu Daddy 😂😆😂
@nancynjenge Helen wako atanga",neutral,"@Nyasha_Mu Helen we said because people are Daddy 😂😆😂
@nancyjenge your Helen has started"
@m3j_official haha pandaive pamsu paive nevana vanga vakanaka kudarika vana Kim Kardashian 😂😂,positive,@m3j_official haha ​​when I was there there were kids who were prettier than Kim Kardashian's kids 😂😂
"One imba yekuraraflat iripo inorojeswa muAvenues, Harare.
Yakapamhama uye yakatsvinda kwazvo
Rent inosanganisirwa.
I pabasa ipapo.
Dzvanya pane iyi link iripazasi kuti unofanira kuwana rumwe ruzivo

https://t.co/fuEGPdNOED",negative,"One bedroom flat available for rent in Avenues, Harare.
It is spacious and very clean
Rent is included.
I'm at work there.
Click on the link below to find out more information

https://t.co/fuEGPdNOED"
@LeslieMarufu2 @floyangu @makawandie 🤣😂😂 remember internet inokanganwa unozowana mwana akaisa pastatus asingazive ndoraive username ramuchembere kk,negative,@LeslieMarufu2 @floyangu @makawandie 🤣😂😂 remember the internet forgets you will find a child who posted a status without knowing what the old lady's username was
"@Makomborerol anopenga uyu.he should hv check background yaDiana ,life yaHarry after her mother died ozotaura afunga.kwete chero zvaanyora.nhasi azvitadza hake hatisi kana kumu supporter.som families are toxic ngatizive",negative,"@Makomborerol is crazy. He should check Diana's background, Harry's life after her mother died and then speak after thinking. Not what he wrote. Today he has sinned but we are not even his supporter. Som families are toxic let's know."
@lamTalcey Shuwa huyai mutore mvura kuno blaz. Yakazara,negative,@lamTalcey Shuwa come get some water here blaz. It's full
@ShadayaKnight Apa Baba Harare vapera kunge hondo yekuSyria 😹,negative,@ShadayaKnight Here Baba Harare is over like the war in Syria 😹
@washymarkus @tha_boy_tinky @reuphanuel Vanhu vari horny shuwa coz hayii mhani https://t.co/IWyFiVejT7,negative,@washymarkus @tha_boy_tinky @reuphanuel People are horny shuwa coz what's up man https://t.co/IWyFiVejT7
@SundayNewsZimba Rest in power Freeman,neutral,@SundayNewsZimba Rest in power Freeman
@JChamutinya @NickyRuva @reuphanuel Makazviwanepi kuti vadya nzungu vanotuma vasina kudya kuti varase makoko……,negative,@JChamutinya @NickyRuva @reuphanuel Where did you get it that those who have eaten peanuts send those who haven't eaten to throw away the shells......
@StillTayana Chaya rimwe one pa chitungwiza padhuze apa toenda netsoka apa tanga tiri holiz,negative,@StillTayana Let's get one car at the tunguiza near here and we'll go on foot here
@martinvheremu Musaenzanise shadaya nezvinhu zvisina basa,negative,@martinvheremu Don't compare shadaya with useless things
@tinotendamach22 Chicken inn but iwewe unobva kumba wadya,positive,@tinotendamach22 Chicken inn but you leave home after eating
Mumwe munhu achangoti #Shadaya obva afa.,negative,Someone just says #Shadaya and dies.
"@KMutisi Ini ndakapinzwa chikoro nePlan international from grade 1 to A level. Mombe ta futi. Zvikoro vavavaka,tichipihwa chikafu neWorld vision saka toreva kuti unozviwanepi",neutral,"@KMutisi I was admitted to the school by Plan international from grade 1 to A level. Cows again. The schools they have built, we are given food by World Vision, so let's say where do you get it"
@AMakuyana Haiwa mai vanoba,negative,"@AMakuyana Oh mother, they steal"
"@vuyani_nyama @NgobeniSydneu @AdvoBarryRoux Asi mutengo wekurarama wairevesa, unokwanisa kutsanangura kuti zvinhu zvinoreva.",negative,"@vuyani_nyama @NgobeniSydneu @AdvoBarryRoux But the cost of living meant something, you can explain what things mean."
@galcra Ndimi vana Evanjelica imi ...🥹,neutral,@galcra You are Evangelica children...🥹
@Chris79016670 @t_kachidza @Thickiana2001 Chimwe chako chitsiure chisaudza vanhu zvekuita,neutral,@Chris79016670 @t_kachidza @Thickiana2001 One of your reprimands don't tell people what to do
"@advocatemahere Ko mvura ye kanzuru nhai Spox, taumboita noyizi tese paya manje manyararisa murandakadzi",neutral,"@advocatemahere What about the council's water, Spox, we all had this problem before, now shut up the maid"
"@kairo_baba @PanagelOliver @varidande @tudzaa Jus do zvawada, in Zimbabwe Hakuna chinhu chiii absolute. Vana vekutenga vari kutotambira mari shoma pane avarege hustler owanikwa nekuwana wemudura",negative,"@kairo_baba @PanagelOliver @varidande @tudzaa Jus do zwawada, in Zimbabwe There is nothing absolute. Shoppers are earning less money than those who let the hustler get by and find a store"
@waltermzembi @daddyhope @T_a_t_e_n_d_a Ndeyavo vanhu ve zanupf,negative,@waltermzembi @daddyhope @T_a_t_e_n_d_a It belongs to the zanupf people
"@drjaytee87 Men's boxer briefs
$7 a pack of 3
Sizes M, L, and XL
Cold Comfort Harare
0773169965 https://t.co/CdxJ66pIP9",positive,"@drjaytee87 Men's boxer briefs
$7 a pack of 3
Sizes M, L, and XL
Cold Comfort Harare
0773169965 https://t.co/CdxJ66pIP9"
chandoziva ndechekuti hakuna hure rinofarira Shadaya,negative,What we know is that there is no prostitute who likes Shadaya
"ZVINHU ZVINODIWA kuHarare North!

Une nhaka yauri Nyoro kana kuti kuHarare North?

Bata nesu!
+263242886560

#Oasisrealty #realestate #propertyinvestment https://t.co/40jEXmab3s",positive,"WANTED THINGS in Harare North!

Do you have a legacy in Nyoro or Harare North?

Contact us!
+263242886560

#Oasisrealty #realestate #propertyinvestment https://t.co/40jEXmab3s"
@mbingress2023 @freemanchari @Mavhure @KingJayZim Huya ndikuratidze pachiri ndiri paEastgate izvezvi. Harare hamuizive,negative,@mbingress2023 @freemanchari @Mavhure @KingJayZim Let me show you where it is at Eastgate for this. You don't know Harare
"Imba 5 yekurara iri Kutengeswa muBorrowdale Brooke - USD 2,200,000
 #KennanProperties #PropertybookZW https://t.co/qw4oC0vXZ6",positive,"5 bedroom house for sale in Borrowdale Brooke - USD 2,200,000
 #KennanProperties #PropertybookZW https://t.co/qw4oC0vXZ6"
@bigboy25k Mai Titi na madam boss,neutral,@bigboy25k Mai Titi and madam boss
@Kays_wacho @ZimThanos @comradify Vanhu vasina basa so you wanna start violence on tl,negative,@Kays_wacho @ZimThanos @comradify Ignorant people so you wanna start violence on tl
@NdimloUnathi @jnr_blinq Rinonzi dzungu kuisa mwana wevanhu ring uri broke 🤣🤣,negative,@NdimloUnathi @jnr_blinq It's crazy to put people's children on a ring when you're broke 🤣🤣
@Chiknara @antomukuwa Yekwa mai TT,positive,@Chiknara @antomukuwa Yes ma'am TT
@TafadzwaMugwadi @edmnangagwa @antonioguterres Zvamunozoti vana vaSatan ! Imika,negative,@TafadzwaMugwadi @edmnangagwa @antonioguterres What you will say children of Satan! Stand up
@RealTalkFadzie Daidzai Mukoma nhingi vema DNA ava tozotaura zvekuunza vana,negative,@RealTalkFadzie Call the brother of many of these DNAs and we will talk about bringing children
@dabskays Ini ndikutogara namoms pandaka extender kwangu kumba ndakatoisa malodger. Vabereki vanotida ava.,positive,@dabskays I'm already living with moms when I got my extender at home I already installed the lodgers. These parents love us.
Shadaya arikugadzira uto revanhu vane kuuraya. Tarisa zvakabuda yohwe 🙆🏿‍♂️ https://t.co/NV5kBco7MK,negative,Shadaya is creating an army of murderous people. Check out the results 🙆🏿‍♂️ https://t.co/NV5kBco7MK
@RealTalkFadzie Cde Mai nemukadzi can't stay panzvimbo imwe ndatopedza,negative,"@RealTalkFadzie Cde Mother and wife can't stay in one place, I'm done"
Umwe akazonzi kuchitungwiza vanhu varikushaya mvura iyo yakazara hayo mumusoro mako https://t.co/gKDya9tHui,negative,Another one was said to make people who are in need of water that is full of water in your head https://t.co/gKDya9tHui
"Stand for Sale in Southview - USD 43,000
 #DeepstateIncorporatedPvtLtd #PropertybookZW https://t.co/QXb3HSaVyl",positive,"Stand for Sale in Southview - USD 43,000
 #DeepstateIncorporatedPvtLtd #PropertybookZW https://t.co/QXb3HSaVyl"
@HighxoolDropout @WadzaHamandishe @bosswala2030 Vanhu havasi kuita zvakanaka 😂,negative,@HighxoolDropout @WadzaHamandishe @bosswala2030 People are not doing well 😂
@RealTalkFadzie Siya mwana wevanhu adanane neanomukoshesa,negative,@RealTalkFadzie Leave the child of the people who fell in love with someone who cares
@daddyhope @k_nherera Vari kuita musangano pane imwe hotera tichitsvaga 😂😂😂,positive,@daddyhope @k_nherera They are having a meeting at a hotel while we are looking for 😂😂😂
@richsibling @MrChelton_ Mai mwana &gt;&gt;&gt;,positive,@richsibling @MrChelton_ Mother baby >>>
"@LynneStactia Zambezi, sadza 😔 at places with questionable hygiene, kutaura shona - random conversations with random people, social scenes - temple run nemarara paZindoga....it's an endless list!",neutral,"@LynneStactia Zambezi, sadza 😔 at places with questionable hygiene, speaking Shona - random conversations with random people, social scenes - temple run and rubbish at Zindoga....it's an endless list!"
@energymutodi Bisa Nyika iyo,neutral,@energymutodi Burn that country
@_Tafadzwa_023_ @T_a_t_e_n_d_a Anogona uyu,positive,@_Tafadzwa_023_ @T_a_t_e_n_d_a He can do it
@NomaSapienTR the concept of the beans dzotonzwisa nzara wapedza kudya,positive,@NomaSapienTR the concept of the beans will make you hungry after eating
@BlesingChichie Inherera shadaya Hana vabereki,negative,@BlesingChichie Inherera shadaya Hana's parents
"@tinotendamach22 Kune dzimwe nyama dzisingadyike pasina sadza... 
Sadza ma1🔥🔥",negative,"@tinotendamach22 There are some meats that cannot be eaten without food...
Pay 1🔥🔥"
@StillTayana @BorderJumper30 Mvura iri mubread pack,neutral,@StillTayana @BorderJumper30 The water is in the bread pack
@ccc_harare Asi president tinoviga kanhi,negative,@ccc_harare But we hide the president
